"Estado","TipoDelito","SubtipoDelito","Modalidad","BienJuridicoAfectado","Enero","Febrero","Marzo","Abril","Mayo","Junio","Julio","Agosto","Septiembre","Octubre","Noviembre","Diciembre"
"Sinaloa","Feminicidio","Feminicidio","Con arma blanca","La vida y la Integridad corporal",1,0,0,0,0,2,0,0,0,0,2,1
"Sinaloa","Feminicidio","Feminicidio","Con otro elemento","La vida y la Integridad corporal",2,1,0,1,0,0,1,1,4,0,0,0
"Sinaloa","Feminicidio","Feminicidio","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Aborto","Aborto","Aborto","La vida y la Integridad corporal",0,2,0,0,0,0,0,0,2,0,0,0
"Sinaloa","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","La vida y la Integridad corporal",50,36,55,39,50,37,43,62,47,49,46,42
"Sinaloa","Secuestro","Secuestro","Secuestro extorsivo","Libertad personal",1,1,2,0,0,2,0,0,1,1,0,2
"Sinaloa","Secuestro","Secuestro","Secuestro con calidad de rehén","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Secuestro","Secuestro","Secuestro para causar daño","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Secuestro","Secuestro","Secuestro exprés","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,1
"Sinaloa","Secuestro","Secuestro","Otro tipo de secuestros","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Tráfico de menores","Tráfico de menores","Tráfico de menores","Libertad personal",1,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Rapto","Rapto","Rapto","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Libertad personal",98,97,105,87,100,113,118,97,105,99,83,74
"Sinaloa","Abuso sexual","Abuso sexual","Abuso sexual","La libertad y la seguridad sexual",32,28,38,22,22,22,32,25,39,26,37,36
"Sinaloa","Acoso sexual","Acoso sexual","Acoso sexual","La libertad y la seguridad sexual",11,7,14,5,2,6,6,6,2,13,7,8
"Sinaloa","Hostigamiento sexual","Hostigamiento sexual","Hostigamiento sexual","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,1,1,0
"Sinaloa","Violación simple","Violación simple","Violación simple","La libertad y la seguridad sexual",11,14,16,9,6,10,12,14,17,18,12,11
"Sinaloa","Violación equiparada","Violación equiparada","Violación equiparada","La libertad y la seguridad sexual",12,5,6,2,2,10,8,8,8,4,9,5
"Sinaloa","Incesto","Incesto","Incesto","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","La libertad y la seguridad sexual",5,6,0,4,2,0,4,2,1,4,2,3
"Sinaloa","Robo","Robo a casa habitación","Con violencia","El patrimonio",4,8,8,2,3,8,5,9,7,4,4,3
"Sinaloa","Robo","Robo a casa habitación","Sin violencia","El patrimonio",39,58,29,11,54,57,36,40,46,54,45,23
"Sinaloa","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Con violencia","El patrimonio",124,115,120,95,100,153,131,131,132,119,124,131
"Sinaloa","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Sin violencia","El patrimonio",63,54,51,36,43,38,47,40,37,52,40,42
"Sinaloa","Robo","Robo de vehículo automotor","Robo de motocicleta Con violencia","El patrimonio",47,35,50,42,50,40,30,62,40,60,33,52
"Sinaloa","Robo","Robo de vehículo automotor","Robo de motocicleta Sin violencia","El patrimonio",89,81,63,48,43,51,53,77,55,82,62,63
"Sinaloa","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Robo de autopartes","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Robo de autopartes","Sin violencia","El patrimonio",1,1,0,0,0,0,0,1,0,3,1,1
"Sinaloa","Robo","Robo a transportista","Con violencia","El patrimonio",1,1,0,0,0,1,0,0,0,0,0,0
"Sinaloa","Robo","Robo a transportista","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Robo a transeúnte en vía pública","Con violencia","El patrimonio",1,0,0,0,6,1,0,0,2,8,9,2
"Sinaloa","Robo","Robo a transeúnte en vía pública","Sin violencia","El patrimonio",0,0,0,1,0,0,0,1,0,2,1,0
"Sinaloa","Robo","Robo a transeúnte en espacio abierto al público","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Robo a transeúnte en espacio abierto al público","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Robo en transporte público individual","Con violencia","El patrimonio",1,0,1,0,0,0,1,2,0,4,0,0
"Sinaloa","Robo","Robo en transporte público individual","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Robo en transporte público colectivo","Con violencia","El patrimonio",0,0,0,0,0,1,0,0,0,0,0,1
"Sinaloa","Robo","Robo en transporte público colectivo","Sin violencia","El patrimonio",0,1,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Robo en transporte individual","Con violencia","El patrimonio",1,1,2,0,1,2,0,0,1,3,1,0
"Sinaloa","Robo","Robo en transporte individual","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,2,0
"Sinaloa","Robo","Robo a institución bancaria","Con violencia","El patrimonio",3,2,2,0,0,3,1,2,0,0,2,0
"Sinaloa","Robo","Robo a institución bancaria","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Robo a negocio","Con violencia","El patrimonio",37,57,85,26,49,56,34,88,102,75,73,61
"Sinaloa","Robo","Robo a negocio","Sin violencia","El patrimonio",8,12,5,4,20,17,16,23,13,28,10,9
"Sinaloa","Robo","Robo de ganado","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Robo de ganado","Sin violencia","El patrimonio",3,6,1,1,3,1,3,5,3,1,2,1
"Sinaloa","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,1,0,0
"Sinaloa","Robo","Robo de maquinaria","Robo de tractores Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Robo de maquinaria","Robo de tractores Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Robo","Otros robos","Con violencia","El patrimonio",33,21,27,23,27,15,23,24,37,57,48,36
"Sinaloa","Robo","Otros robos","Sin violencia","El patrimonio",114,83,91,76,80,81,116,139,180,150,161,110
"Sinaloa","Fraude","Fraude","Fraude","El patrimonio",36,63,36,14,13,16,35,42,40,55,68,53
"Sinaloa","Abuso de confianza","Abuso de confianza","Abuso de confianza","El patrimonio",18,19,13,4,7,16,24,16,33,27,30,26
"Sinaloa","Extorsión","Extorsión","Extorsión","El patrimonio",6,6,7,3,3,2,2,4,7,4,5,9
"Sinaloa","Daño a la propiedad","Daño a la propiedad","Daño a la propiedad","El patrimonio",192,181,148,61,78,125,112,145,177,209,225,216
"Sinaloa","Despojo","Despojo","Despojo","El patrimonio",21,31,31,4,18,25,22,39,41,49,56,53
"Sinaloa","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","El patrimonio",1,2,5,0,2,5,4,5,0,4,5,3
"Sinaloa","Violencia familiar","Violencia familiar","Violencia familiar","La familia",341,362,371,263,409,466,445,512,494,512,466,497
"Sinaloa","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","La familia",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","La familia",15,11,18,0,2,2,5,6,14,11,12,12
"Sinaloa","Otros delitos contra la familia","Otros delitos contra la familia","Otros delitos contra la familia","La familia",2,5,3,2,9,11,7,11,6,10,17,11
"Sinaloa","Corrupción de menores","Corrupción de menores","Corrupción de menores","La sociedad",4,5,7,1,0,2,5,3,3,4,5,3
"Sinaloa","Trata de personas","Trata de personas","Trata de personas","La sociedad",0,2,1,0,0,0,1,1,0,1,0,1
"Sinaloa","Otros delitos contra la sociedad","Otros delitos contra la sociedad","Otros delitos contra la sociedad","La sociedad",5,12,1,5,0,1,3,4,6,4,2,2
"Sinaloa","Narcomenudeo","Narcomenudeo","Narcomenudeo","Otros bienes jurídicos afectados (del fuero común)",55,42,33,17,14,14,10,16,19,23,10,16
"Sinaloa","Amenazas","Amenazas","Amenazas","Otros bienes jurídicos afectados (del fuero común)",81,84,76,47,67,80,92,111,91,136,131,149
"Sinaloa","Allanamiento de morada","Allanamiento de morada","Allanamiento de morada","Otros bienes jurídicos afectados (del fuero común)",1,4,13,6,3,6,12,9,10,12,9,16
"Sinaloa","Evasión de presos","Evasión de presos","Evasión de presos","Otros bienes jurídicos afectados (del fuero común)",0,0,1,0,0,0,0,0,0,0,0,0
"Sinaloa","Falsedad","Falsedad","Falsedad","Otros bienes jurídicos afectados (del fuero común)",2,2,3,1,1,0,0,1,1,3,8,5
"Sinaloa","Falsificación","Falsificación","Falsificación","Otros bienes jurídicos afectados (del fuero común)",17,17,12,1,0,7,2,5,10,8,20,17
"Sinaloa","Contra el medio ambiente","Contra el medio ambiente","Contra el medio ambiente","Otros bienes jurídicos afectados (del fuero común)",0,0,0,0,0,0,0,0,0,0,0,0
"Sinaloa","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Otros bienes jurídicos afectados (del fuero común)",56,21,22,5,11,11,11,7,11,17,12,9
"Sinaloa","Electorales","Electorales","Electorales","Otros bienes jurídicos afectados (del fuero común)",1,0,0,0,2,0,0,0,0,0,0,3
"Sinaloa","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros bienes jurídicos afectados (del fuero común)",9,11,20,4,5,6,10,20,12,17,35,33
"Sonora","Homicidio","Homicidio doloso","Con arma de fuego","La vida y la Integridad corporal",74,75,65,72,78,60,72,68,79,69,73,71
"Sonora","Homicidio","Homicidio doloso","Con arma blanca","La vida y la Integridad corporal",5,7,4,3,8,9,9,14,4,7,6,11
"Sonora","Homicidio","Homicidio doloso","Con otro elemento","La vida y la Integridad corporal",25,23,17,29,38,32,36,47,25,43,30,41
"Sonora","Homicidio","Homicidio doloso","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Homicidio","Homicidio culposo","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,1,0,0,0,0,0,0
"Sonora","Homicidio","Homicidio culposo","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Homicidio","Homicidio culposo","En accidente de tránsito","La vida y la Integridad corporal",31,23,33,18,27,32,39,35,31,38,40,32
"Sonora","Homicidio","Homicidio culposo","Con otro elemento","La vida y la Integridad corporal",1,1,0,0,0,0,0,0,0,0,0,0
"Sonora","Homicidio","Homicidio culposo","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Lesiones","Lesiones dolosas","Con arma de fuego","La vida y la Integridad corporal",23,29,15,20,18,13,17,16,17,19,10,13
"Sonora","Lesiones","Lesiones dolosas","Con arma blanca","La vida y la Integridad corporal",15,10,7,10,15,21,17,22,21,20,18,20
"Sonora","Lesiones","Lesiones dolosas","Con otro elemento","La vida y la Integridad corporal",50,69,65,64,93,79,118,104,133,179,123,107
"Sonora","Lesiones","Lesiones dolosas","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Lesiones","Lesiones culposas","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Lesiones","Lesiones culposas","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Lesiones","Lesiones culposas","En accidente de tránsito","La vida y la Integridad corporal",37,52,61,45,63,48,63,54,76,108,59,52
"Sonora","Lesiones","Lesiones culposas","Con otro elemento","La vida y la Integridad corporal",4,6,2,4,4,8,11,9,16,13,18,14
"Sonora","Lesiones","Lesiones culposas","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Feminicidio","Feminicidio","Con arma de fuego","La vida y la Integridad corporal",0,1,0,2,1,0,0,1,2,3,2,1
"Sonora","Feminicidio","Feminicidio","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,1,1,0,0,0,1,1
"Sonora","Feminicidio","Feminicidio","Con otro elemento","La vida y la Integridad corporal",2,1,0,2,1,0,0,1,1,2,2,2
"Sonora","Feminicidio","Feminicidio","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Aborto","Aborto","Aborto","La vida y la Integridad corporal",0,0,0,0,1,0,1,0,2,0,1,0
"Sonora","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","La vida y la Integridad corporal",15,14,29,20,26,22,25,20,18,27,21,21
"Sonora","Secuestro","Secuestro","Secuestro extorsivo","Libertad personal",0,0,0,0,0,0,0,1,1,0,0,0
"Sonora","Secuestro","Secuestro","Secuestro con calidad de rehén","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Secuestro","Secuestro","Secuestro para causar daño","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Secuestro","Secuestro","Secuestro exprés","Libertad personal",0,1,0,0,0,0,0,0,0,0,0,0
"Sonora","Secuestro","Secuestro","Otro tipo de secuestros","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Tráfico de menores","Tráfico de menores","Tráfico de menores","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Rapto","Rapto","Rapto","Libertad personal",0,0,0,0,0,0,2,0,0,0,0,0
"Sonora","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Libertad personal",26,22,37,35,32,44,49,34,67,47,45,36
"Sonora","Abuso sexual","Abuso sexual","Abuso sexual","La libertad y la seguridad sexual",30,47,41,20,45,59,39,46,57,54,54,40
"Sonora","Acoso sexual","Acoso sexual","Acoso sexual","La libertad y la seguridad sexual",5,5,3,2,6,6,3,6,9,7,8,10
"Sonora","Hostigamiento sexual","Hostigamiento sexual","Hostigamiento sexual","La libertad y la seguridad sexual",1,2,2,1,0,0,0,3,1,0,0,2
"Sonora","Violación simple","Violación simple","Violación simple","La libertad y la seguridad sexual",10,13,14,13,25,20,16,14,20,26,19,13
"Sonora","Violación equiparada","Violación equiparada","Violación equiparada","La libertad y la seguridad sexual",9,4,1,1,9,3,3,2,5,6,10,3
"Sonora","Incesto","Incesto","Incesto","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","La libertad y la seguridad sexual",1,4,5,4,11,6,11,3,13,4,8,4
"Sonora","Robo","Robo a casa habitación","Con violencia","El patrimonio",66,47,63,47,65,66,67,49,67,44,56,44
"Sonora","Robo","Robo a casa habitación","Sin violencia","El patrimonio",47,19,33,48,63,59,72,30,40,39,31,37
"Sonora","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Con violencia","El patrimonio",38,51,29,41,35,41,41,40,38,39,44,44
"Sonora","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Sin violencia","El patrimonio",205,153,156,109,109,120,132,117,131,104,117,95
"Sonora","Robo","Robo de vehículo automotor","Robo de motocicleta Con violencia","El patrimonio",14,6,13,13,17,13,16,17,16,22,23,12
"Sonora","Robo","Robo de vehículo automotor","Robo de motocicleta Sin violencia","El patrimonio",47,52,34,33,31,26,32,27,31,33,30,25
"Sonora","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Robo","Robo de autopartes","Con violencia","El patrimonio",3,2,1,0,2,4,8,5,2,8,2,4
"Sonora","Robo","Robo de autopartes","Sin violencia","El patrimonio",5,1,2,3,4,8,1,4,2,9,5,6
"Sonora","Robo","Robo a transportista","Con violencia","El patrimonio",1,0,2,2,1,0,2,0,1,1,0,2
"Sonora","Robo","Robo a transportista","Sin violencia","El patrimonio",0,1,0,0,0,0,0,0,0,1,0,0
"Sonora","Robo","Robo a transeúnte en vía pública","Con violencia","El patrimonio",19,31,24,17,11,22,16,17,25,19,23,22
"Sonora","Robo","Robo a transeúnte en vía pública","Sin violencia","El patrimonio",4,3,4,8,7,3,7,2,5,6,6,3
"Sonora","Robo","Robo a transeúnte en espacio abierto al público","Con violencia","El patrimonio",13,18,25,13,32,12,21,16,14,14,8,13
"Sonora","Robo","Robo a transeúnte en espacio abierto al público","Sin violencia","El patrimonio",8,5,3,3,9,3,9,7,6,4,4,4
"Sonora","Robo","Robo en transporte público individual","Con violencia","El patrimonio",0,0,0,0,0,1,0,0,0,0,0,1
"Sonora","Robo","Robo en transporte público individual","Sin violencia","El patrimonio",0,0,0,1,0,0,0,0,0,0,0,0
"Sonora","Robo","Robo en transporte público colectivo","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Robo","Robo en transporte público colectivo","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Sonora","Robo","Robo en transporte individual","Con violencia","El patrimonio",0,1,0,0,1,0,2,0,1,1,1,1
"Sonora","Robo","Robo en transporte individual","Sin violencia","El patrimonio",1,0,1,1,0,0,2,2,4,0,2,0
"Sonora","Robo","Robo a institución bancaria","Con violencia","El patrimonio",0,0,0,1,0,1,0,0,1,0,0,0
"Sonora","Robo","Robo a institución bancaria","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,1,0,0,0
"Sonora","Robo","Robo a negocio","Con violencia","El patrimonio",93,70,47,41,36,42,41,22,28,22,30,27
"Sonora","Robo","Robo a negocio","Sin violencia","El patrimonio",22,35,19,11,18,10,29,24,17,16,30,28
"Sonora","Robo","Robo de ganado","Con violencia","El patrimonio",1,0,2,1,0,0,2,1,1,2,1,0
"Sonora","Robo","Robo de ganado","Sin violencia","El patrimonio",2,7,4,13,5,8,14,7,7,10,8,2
"Sonora","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Con violencia","El patrimonio",1,0,2,3,1,0,0,1,1,0,1,1
"Sonora","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Sin violencia","El patrimonio",11,9,8,7,2,1,3,3,6,1,0,1
